tracking_number,package_type,carrier,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_city,origin_state,origin_zip,destination_city,destination_state,destination_zip,current_status,estimated_delivery,actual_delivery,special_handling,insurance_value,signature_required,description
USP423388530,Hazardous Materials,USPS,1.36,17.39,76.17,88.44,117147.3,person personperson,Arkansas,39923,personperson,Oregon,10832,PackageStatus.DELIVERED,2025-05-11 14:50:46,,True,,True,"Hazardous Materials package weighing 1.36kg, dimensions: 17.39x76.17x88.44cm, volume: 117147.3cm³"
Fed458806503,Fragile,FedEx,49.91,47.69,79.05,40.25,151738.25,person person,Virginia,72306,person person,Hawaii,62267,PackageStatus.OUT_FOR_DELIVERY,2025-05-09 06:00:26,,True,,True,"Fragile package weighing 49.91kg, dimensions: 47.69x79.05x40.25cm, volume: 151738.25cm³"
Fed283974157,Priority,FedEx,21.61,98.93,31.76,29.23,91841.15,person personperson,Ohio,68291,person person,West Virginia,27580,PackageStatus.OUT_FOR_DELIVERY,2025-05-01 10:28:57,,False,,False,"Priority package weighing 21.61kg, dimensions: 98.93x31.76x29.23cm, volume: 91841.15cm³"
DHL855563318,Hazardous Materials,DHL,12.13,96.31,85.76,45.42,375148.56,personperson,Tennessee,38273,person person,Washington,52805,PackageStatus.DELIVERED,2025-05-15 05:00:54,,True,,False,"Hazardous Materials package weighing 12.13kg, dimensions: 96.31x85.76x45.42cm, volume: 375148.56cm³"
USP908381230,Express,USPS,35.76,86.22,68.25,92.86,546436.06,personperson,South Dakota,41750,person personperson,Indiana,44012,PackageStatus.IN_TRANSIT,2025-05-08 19:47:47,,False,337.45,False,"Express package weighing 35.76kg, dimensions: 86.22x68.25x92.86cm, volume: 546436.06cm³"
DHL14540555,Overnight,DHL,23.92,87.95,24.23,42.07,89652.37,person person,Washington,72048,person personperson,Georgia,72437,PackageStatus.PROCESSING,2025-05-07 06:04:54,,False,,False,"Overnight package weighing 23.92kg, dimensions: 87.95x24.23x42.07cm, volume: 89652.37cm³"
UPS676700946,Hazardous Materials,UPS,25.31,94.7,48.46,67.47,309630.76,person person,North Carolina,51360,personperson,Maine,09989,PackageStatus.DELIVERED,2025-05-16 21:00:14,,True,,False,"Hazardous Materials package weighing 25.31kg, dimensions: 94.7x48.46x67.47cm, volume: 309630.76cm³"
USP967906323,Refrigerated,USPS,38.86,95.91,81.96,41.95,329759.87,person person,Delaware,25393,personperson,Rhode Island,55905,PackageStatus.DELIVERED,2025-05-16 08:08:24,,True,,True,"Refrigerated package weighing 38.86kg, dimensions: 95.91x81.96x41.95cm, volume: 329759.87cm³"
USP23264310,Express,USPS,15.8,76.93,75.85,23.05,134499.99,person person,Washington,21955,personperson,Iowa,34544,PackageStatus.OUT_FOR_DELIVERY,2025-05-17 03:08:18,,False,3325.27,True,"Express package weighing 15.8kg, dimensions: 76.93x75.85x23.05cm, volume: 134499.99cm³"
Ama912916942,Standard,Amazon Logistics,34.2,72.2,51.44,29.61,109970.59,personperson,Louisiana,92784,person person,Colorado,94416,PackageStatus.DELIVERED,2025-05-14 12:36:40,,False,,False,"Standard package weighing 34.2kg, dimensions: 72.2x51.44x29.61cm, volume: 109970.59cm³"
UPS608643302,Hazardous Materials,UPS,39.6,64.08,81.6,28.77,150436.26,personperson,Kansas,82061,person personperson,Georgia,49823,PackageStatus.DELIVERED,2025-05-11 03:14:17,,True,3664.38,True,"Hazardous Materials package weighing 39.6kg, dimensions: 64.08x81.6x28.77cm, volume: 150436.26cm³"
UPS167780483,Express,UPS,36.39,75.16,49.19,44.22,163486.66,personperson,Alabama,95717,personperson,Arkansas,04551,PackageStatus.EXCEPTION,2025-05-16 07:43:22,,False,2526.51,False,"Express package weighing 36.39kg, dimensions: 75.16x49.19x44.22cm, volume: 163486.66cm³"
USP82681988,Fragile,USPS,45.58,56.63,63.4,9.36,33605.6,person person,Michigan,06059,person personperson,North Carolina,92823,PackageStatus.DELIVERED,2025-05-06 20:24:29,,True,,False,"Fragile package weighing 45.58kg, dimensions: 56.63x63.4x9.36cm, volume: 33605.6cm³"
DHL628480867,Refrigerated,DHL,40.71,63.13,24.34,62.91,96666.51,person person,New Mexico,01101,person person,Kansas,55116,PackageStatus.DELIVERED,2025-05-03 09:12:49,,True,4271.89,False,"Refrigerated package weighing 40.71kg, dimensions: 63.13x24.34x62.91cm, volume: 96666.51cm³"
Ama33673498,Standard,Amazon Logistics,4.26,60.71,82.28,91.17,455414.1,personperson,West Virginia,82693,personperson,Nevada,37657,PackageStatus.DELIVERED,2025-05-09 08:31:35,,False,,False,"Standard package weighing 4.26kg, dimensions: 60.71x82.28x91.17cm, volume: 455414.1cm³"
Fed831957226,Standard,FedEx,1.31,71.32,14.62,50.42,52572.85,personperson,Washington,45372,personperson,Indiana,65602,PackageStatus.DELIVERED,2025-05-11 09:21:59,,False,,False,"Standard package weighing 1.31kg, dimensions: 71.32x14.62x50.42cm, volume: 52572.85cm³"
Fed458550651,Refrigerated,FedEx,8.01,77.58,35.18,23.05,62909.54,person person,Wisconsin,03492,person personperson,Kentucky,21481,PackageStatus.IN_TRANSIT,2025-05-04 06:01:15,,True,,False,"Refrigerated package weighing 8.01kg, dimensions: 77.58x35.18x23.05cm, volume: 62909.54cm³"
Ama153172634,Express,Amazon Logistics,30.72,45.94,71.83,32.4,106915.79,person personperson,Connecticut,27313,personperson,Louisiana,11297,PackageStatus.DELIVERED,2025-05-16 06:38:20,,False,2698.73,True,"Express package weighing 30.72kg, dimensions: 45.94x71.83x32.4cm, volume: 106915.79cm³"
DHL329515763,Refrigerated,DHL,5.15,75.66,64.88,37.83,185700.69,personperson,Wisconsin,67533,personperson,North Carolina,25130,PackageStatus.IN_TRANSIT,2025-05-05 00:24:35,,True,1984.45,False,"Refrigerated package weighing 5.15kg, dimensions: 75.66x64.88x37.83cm, volume: 185700.69cm³"
Ama547902436,Refrigerated,Amazon Logistics,20.31,24.45,83.81,99.95,204812.99,person personperson,Wyoming,50270,personperson,Kentucky,92259,PackageStatus.DELIVERED,2025-05-09 14:24:37,,True,,True,"Refrigerated package weighing 20.31kg, dimensions: 24.45x83.81x99.95cm, volume: 204812.99cm³"
USP367417701,Standard,USPS,28.16,52.11,59.94,16.05,50131.75,person personperson,South Carolina,26908,personperson,Tennessee,33017,PackageStatus.DELIVERED,2025-05-02 00:51:08,,False,,True,"Standard package weighing 28.16kg, dimensions: 52.11x59.94x16.05cm, volume: 50131.75cm³"
UPS77691412,International,UPS,45.86,76.16,25.93,59.07,116653.14,personperson,Georgia,20149,person person,Pennsylvania,18471,PackageStatus.DELIVERED,2025-05-11 18:55:31,,False,,False,"International package weighing 45.86kg, dimensions: 76.16x25.93x59.07cm, volume: 116653.14cm³"
DHL199212055,Priority,DHL,44.87,16.87,68.01,19.15,21971.34,person personperson,Florida,65736,person person,Oregon,46480,PackageStatus.OUT_FOR_DELIVERY,2025-05-12 00:06:01,,False,,False,"Priority package weighing 44.87kg, dimensions: 16.87x68.01x19.15cm, volume: 21971.34cm³"
Ama103949007,Refrigerated,Amazon Logistics,41.97,75.66,8.05,98.9,60236.33,personperson,West Virginia,54013,person personperson,New Hampshire,84581,PackageStatus.DELIVERED,2025-05-17 12:50:48,,True,,True,"Refrigerated package weighing 41.97kg, dimensions: 75.66x8.05x98.9cm, volume: 60236.33cm³"
Ama394927500,Priority,Amazon Logistics,11.29,55.84,34.05,14.64,27835.79,person personperson,Florida,78533,person personperson,Georgia,30753,PackageStatus.IN_TRANSIT,2025-05-12 21:43:39,,False,,False,"Priority package weighing 11.29kg, dimensions: 55.84x34.05x14.64cm, volume: 27835.79cm³"
USP802423669,International,USPS,37.76,41.57,82.35,98.83,338323.7,person personperson,Wisconsin,66698,person personperson,Massachusetts,60498,PackageStatus.DELIVERED,2025-05-06 10:46:05,,False,,False,"International package weighing 37.76kg, dimensions: 41.57x82.35x98.83cm, volume: 338323.7cm³"
Ama90307674,Fragile,Amazon Logistics,40.68,9.31,64.14,6.7,4000.86,person personperson,South Carolina,80482,person person,Nebraska,91443,PackageStatus.OUT_FOR_DELIVERY,2025-05-13 18:49:31,,True,,False,"Fragile package weighing 40.68kg, dimensions: 9.31x64.14x6.7cm, volume: 4000.86cm³"
USP837869587,Overnight,USPS,7.96,92.25,54.28,53.78,269294.21,personperson,South Dakota,57490,person person,Alabama,35552,PackageStatus.PROCESSING,2025-05-06 11:44:22,,False,,False,"Overnight package weighing 7.96kg, dimensions: 92.25x54.28x53.78cm, volume: 269294.21cm³"
Ama778045315,Fragile,Amazon Logistics,33.88,89.75,74.36,48.8,325681.93,personperson,Virginia,02920,person person,Wisconsin,97522,PackageStatus.DELIVERED,2025-05-15 01:21:02,,True,,False,"Fragile package weighing 33.88kg, dimensions: 89.75x74.36x48.8cm, volume: 325681.93cm³"
UPS262244248,Overnight,UPS,7.56,26.47,40.69,70.91,76374.63,personperson,Alaska,16361,personperson,Virginia,56388,PackageStatus.IN_TRANSIT,2025-05-06 01:49:37,,False,,False,"Overnight package weighing 7.56kg, dimensions: 26.47x40.69x70.91cm, volume: 76374.63cm³"
Ama395659063,International,Amazon Logistics,14.64,58.17,63.71,27.17,100692.31,person person,New York,94931,personperson,Washington,94689,PackageStatus.DELIVERED,2025-05-06 07:00:48,,False,,True,"International package weighing 14.64kg, dimensions: 58.17x63.71x27.17cm, volume: 100692.31cm³"
Fed102729937,Express,FedEx,1.87,97.52,69.39,97.08,656931.89,personperson,Indiana,47413,person person,South Dakota,94926,PackageStatus.DELIVERED,2025-05-11 14:28:36,,False,,False,"Express package weighing 1.87kg, dimensions: 97.52x69.39x97.08cm, volume: 656931.89cm³"
UPS345598951,Fragile,UPS,41.66,32.61,5.13,99.75,16687.11,personperson,Iowa,83271,person personperson,Vermont,68383,PackageStatus.DELIVERED,2025-05-11 05:20:55,,True,,True,"Fragile package weighing 41.66kg, dimensions: 32.61x5.13x99.75cm, volume: 16687.11cm³"
USP689141993,Fragile,USPS,3.54,88.99,43.4,77.52,299395.11,personperson,South Carolina,67024,personperson,Montana,04323,PackageStatus.DELIVERED,2025-05-09 13:04:04,,True,,False,"Fragile package weighing 3.54kg, dimensions: 88.99x43.4x77.52cm, volume: 299395.11cm³"
Ama465850060,Express,Amazon Logistics,25.78,30.0,15.57,90.18,42123.08,person person,West Virginia,27526,person person,Illinois,10779,PackageStatus.IN_TRANSIT,2025-05-16 18:01:07,,False,4419.93,True,"Express package weighing 25.78kg, dimensions: 30.0x15.57x90.18cm, volume: 42123.08cm³"
Ama928115382,International,Amazon Logistics,33.05,78.3,82.18,34.56,222383.02,personperson,Louisiana,07041,person person,Alaska,68773,PackageStatus.DELIVERED,2025-05-12 19:38:36,,False,,True,"International package weighing 33.05kg, dimensions: 78.3x82.18x34.56cm, volume: 222383.02cm³"
DHL252235880,International,DHL,28.01,56.3,69.09,63.4,246611.23,person personperson,Mississippi,31000,person person,New Jersey,66210,PackageStatus.DELIVERED,2025-05-08 03:16:03,,False,,False,"International package weighing 28.01kg, dimensions: 56.3x69.09x63.4cm, volume: 246611.23cm³"
USP479027893,Priority,USPS,16.95,31.29,54.91,82.47,141694.5,personperson,Kansas,89038,personperson,Missouri,32619,PackageStatus.IN_TRANSIT,2025-05-12 01:11:18,,False,,True,"Priority package weighing 16.95kg, dimensions: 31.29x54.91x82.47cm, volume: 141694.5cm³"
Fed944459646,International,FedEx,44.37,51.38,94.8,71.27,347143.63,personperson,Wyoming,11984,personperson,New Mexico,05202,PackageStatus.DELIVERED,2025-05-11 23:51:30,,False,,True,"International package weighing 44.37kg, dimensions: 51.38x94.8x71.27cm, volume: 347143.63cm³"
Fed609283379,Express,FedEx,40.96,24.75,48.93,30.13,36487.96,personperson,Hawaii,51047,person person,Wyoming,12137,PackageStatus.DELIVERED,2025-05-03 09:23:28,,False,,False,"Express package weighing 40.96kg, dimensions: 24.75x48.93x30.13cm, volume: 36487.96cm³"
Fed579928749,Hazardous Materials,FedEx,6.22,22.91,27.87,19.38,12374.16,person person,Montana,74371,personperson,Illinois,22383,PackageStatus.DELIVERED,2025-05-10 14:26:01,,True,1509.9,True,"Hazardous Materials package weighing 6.22kg, dimensions: 22.91x27.87x19.38cm, volume: 12374.16cm³"
UPS273021013,Refrigerated,UPS,28.85,60.36,85.08,67.87,348541.55,person personperson,Ohio,07333,person personperson,Texas,37556,PackageStatus.DELIVERED,2025-05-07 20:35:16,,True,,True,"Refrigerated package weighing 28.85kg, dimensions: 60.36x85.08x67.87cm, volume: 348541.55cm³"
UPS652965910,International,UPS,18.58,92.9,73.37,89.11,607380.27,personperson,Maryland,04468,personperson,Kansas,44367,PackageStatus.DELIVERED,2025-05-07 06:05:55,,False,,True,"International package weighing 18.58kg, dimensions: 92.9x73.37x89.11cm, volume: 607380.27cm³"
DHL231889598,Overnight,DHL,3.54,75.57,97.86,80.26,593545.19,person personperson,Vermont,33322,personperson,Illinois,80291,PackageStatus.IN_TRANSIT,2025-05-07 03:05:08,,False,3698.94,False,"Overnight package weighing 3.54kg, dimensions: 75.57x97.86x80.26cm, volume: 593545.19cm³"
UPS749932985,Priority,UPS,46.71,43.77,27.84,97.11,118334.05,personperson,Ohio,95936,person person,Montana,51512,PackageStatus.OUT_FOR_DELIVERY,2025-05-02 08:02:20,,False,,False,"Priority package weighing 46.71kg, dimensions: 43.77x27.84x97.11cm, volume: 118334.05cm³"
Ama867165534,Refrigerated,Amazon Logistics,14.16,90.95,52.65,57.65,276058.03,person personperson,New Jersey,14583,personperson,Colorado,19232,PackageStatus.IN_TRANSIT,2025-05-07 08:00:51,,True,2626.5,False,"Refrigerated package weighing 14.16kg, dimensions: 90.95x52.65x57.65cm, volume: 276058.03cm³"
UPS708149008,Overnight,UPS,32.16,55.68,25.4,94.91,134228.56,personperson,New Hampshire,73975,personperson,Wisconsin,47476,PackageStatus.PROCESSING,2025-05-02 10:15:42,,False,,False,"Overnight package weighing 32.16kg, dimensions: 55.68x25.4x94.91cm, volume: 134228.56cm³"
UPS119344135,Refrigerated,UPS,9.93,88.48,41.58,28.3,104115.65,personperson,Hawaii,60822,person personperson,Alabama,99949,PackageStatus.OUT_FOR_DELIVERY,2025-05-16 03:34:26,,True,,True,"Refrigerated package weighing 9.93kg, dimensions: 88.48x41.58x28.3cm, volume: 104115.65cm³"
USP164366761,Priority,USPS,41.59,18.66,84.51,98.75,155724.46,personperson,Wyoming,58855,person person,Rhode Island,28047,PackageStatus.IN_TRANSIT,2025-05-14 20:37:58,,False,,True,"Priority package weighing 41.59kg, dimensions: 18.66x84.51x98.75cm, volume: 155724.46cm³"
Ama384389505,Standard,Amazon Logistics,0.84,77.68,66.82,42.98,223091.03,personperson,Washington,91378,person person,Maryland,98371,PackageStatus.RETURNED,2025-05-16 05:32:51,,False,4281.51,True,"Standard package weighing 0.84kg, dimensions: 77.68x66.82x42.98cm, volume: 223091.03cm³"
USP346423008,Refrigerated,USPS,9.3,7.39,48.3,51.64,18432.23,person personperson,Massachusetts,68820,person person,Kansas,20685,PackageStatus.OUT_FOR_DELIVERY,2025-05-10 02:52:43,,True,4834.58,True,"Refrigerated package weighing 9.3kg, dimensions: 7.39x48.3x51.64cm, volume: 18432.23cm³"
Fed510776762,Refrigerated,FedEx,35.8,29.77,29.04,46.23,39966.8,personperson,West Virginia,71721,personperson,Wyoming,26720,PackageStatus.OUT_FOR_DELIVERY,2025-05-05 10:45:26,,True,,True,"Refrigerated package weighing 35.8kg, dimensions: 29.77x29.04x46.23cm, volume: 39966.8cm³"
DHL263692944,Refrigerated,DHL,41.45,84.4,55.07,84.21,391400.33,personperson,Georgia,71068,person person,Kansas,33297,PackageStatus.DELIVERED,2025-05-13 11:00:59,,True,,True,"Refrigerated package weighing 41.45kg, dimensions: 84.4x55.07x84.21cm, volume: 391400.33cm³"
DHL756142451,Hazardous Materials,DHL,32.21,93.91,26.91,9.71,24538.32,person person,Florida,20502,personperson,Idaho,42262,PackageStatus.EXCEPTION,2025-05-12 23:56:35,,True,1730.25,False,"Hazardous Materials package weighing 32.21kg, dimensions: 93.91x26.91x9.71cm, volume: 24538.32cm³"
USP93443176,Priority,USPS,16.48,32.89,32.3,88.49,94007.09,personperson,Michigan,07670,person person,Arizona,04828,PackageStatus.EXCEPTION,2025-05-12 02:45:58,,False,,True,"Priority package weighing 16.48kg, dimensions: 32.89x32.3x88.49cm, volume: 94007.09cm³"
Fed518163897,Priority,FedEx,48.35,19.59,71.18,65.13,90818.33,personperson,Maine,68816,person personperson,Oklahoma,81838,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 03:26:21,,False,,False,"Priority package weighing 48.35kg, dimensions: 19.59x71.18x65.13cm, volume: 90818.33cm³"
UPS292451981,Overnight,UPS,48.45,41.47,75.63,29.71,93181.73,person person,Iowa,72669,personperson,Louisiana,08814,PackageStatus.PROCESSING,2025-05-01 11:22:13,,False,,False,"Overnight package weighing 48.45kg, dimensions: 41.47x75.63x29.71cm, volume: 93181.73cm³"
USP464445681,Priority,USPS,42.68,76.27,81.04,85.38,527727.02,personperson,Nevada,15942,person personperson,Arizona,41855,PackageStatus.EXCEPTION,2025-05-16 14:01:28,,False,,False,"Priority package weighing 42.68kg, dimensions: 76.27x81.04x85.38cm, volume: 527727.02cm³"
USP177450820,International,USPS,27.9,19.23,21.31,5.77,2364.5,person person,New Hampshire,46515,personperson,New Mexico,57333,PackageStatus.DELIVERED,2025-05-08 08:14:58,,False,4011.62,False,"International package weighing 27.9kg, dimensions: 19.23x21.31x5.77cm, volume: 2364.5cm³"
DHL825617471,Refrigerated,DHL,8.54,59.7,6.55,10.23,4000.29,personperson,Arkansas,24426,person person,California,40197,PackageStatus.EXCEPTION,2025-05-08 12:01:24,,True,,False,"Refrigerated package weighing 8.54kg, dimensions: 59.7x6.55x10.23cm, volume: 4000.29cm³"
Fed234067830,Refrigerated,FedEx,22.34,58.56,74.55,96.44,421023.09,person personperson,Oregon,78003,person personperson,Nebraska,07607,PackageStatus.OUT_FOR_DELIVERY,2025-05-05 00:06:04,,True,,True,"Refrigerated package weighing 22.34kg, dimensions: 58.56x74.55x96.44cm, volume: 421023.09cm³"
DHL643304339,Refrigerated,DHL,48.45,8.59,86.34,44.0,32633.07,personperson,Texas,15620,personperson,New Jersey,72101,PackageStatus.OUT_FOR_DELIVERY,2025-05-08 10:22:53,,True,4904.88,False,"Refrigerated package weighing 48.45kg, dimensions: 8.59x86.34x44.0cm, volume: 32633.07cm³"
DHL467474196,International,DHL,11.45,80.31,17.97,92.42,133377.84,person person,Oregon,45268,personperson,New Jersey,95206,PackageStatus.DELIVERED,2025-05-15 15:22:33,,False,,True,"International package weighing 11.45kg, dimensions: 80.31x17.97x92.42cm, volume: 133377.84cm³"
USP986467127,Hazardous Materials,USPS,0.71,73.46,21.82,21.96,35199.62,person personperson,Mississippi,03408,personperson,Maryland,65705,PackageStatus.DELIVERED,2025-05-08 16:01:10,,True,,False,"Hazardous Materials package weighing 0.71kg, dimensions: 73.46x21.82x21.96cm, volume: 35199.62cm³"
DHL942314628,Priority,DHL,9.06,71.78,85.94,44.57,274942.22,person person,Indiana,57975,personperson,Tennessee,44805,PackageStatus.IN_TRANSIT,2025-05-17 11:23:01,,False,,False,"Priority package weighing 9.06kg, dimensions: 71.78x85.94x44.57cm, volume: 274942.22cm³"
Fed412586811,Standard,FedEx,48.89,69.67,75.25,26.9,141027.76,person person,New Jersey,34044,personperson,Illinois,48553,PackageStatus.OUT_FOR_DELIVERY,2025-05-15 13:37:52,,False,,True,"Standard package weighing 48.89kg, dimensions: 69.67x75.25x26.9cm, volume: 141027.76cm³"
USP326770290,Fragile,USPS,2.72,59.93,90.58,18.12,98363.68,personperson,Wyoming,44126,personperson,South Dakota,15210,PackageStatus.DELIVERED,2025-05-02 22:45:27,,True,4881.49,False,"Fragile package weighing 2.72kg, dimensions: 59.93x90.58x18.12cm, volume: 98363.68cm³"
UPS323732551,Hazardous Materials,UPS,17.34,10.68,9.43,77.13,7767.95,person person,Connecticut,79282,personperson,North Dakota,82890,PackageStatus.DELIVERED,2025-05-08 06:41:16,,True,,True,"Hazardous Materials package weighing 17.34kg, dimensions: 10.68x9.43x77.13cm, volume: 7767.95cm³"
Fed192132548,Hazardous Materials,FedEx,32.22,35.19,39.11,49.93,68717.71,personperson,Massachusetts,57602,person personperson,Pennsylvania,34025,PackageStatus.DELIVERED,2025-05-05 04:46:29,,True,,False,"Hazardous Materials package weighing 32.22kg, dimensions: 35.19x39.11x49.93cm, volume: 68717.71cm³"
